id,srcs,1,2,3,avg,sum,label
mali_historical__tittotstam,"['The Mali Empire was a West African empire that reached its peak in the 13th and 14th centuries.', 'It was founded by Sundiata Keita in 1235 and stretched from the Atlantic Ocean to the Niger River.', 'The Mali Empire was a major center of trade and learning, and its rulers were known for their wealth and power.', 'The empire declined in the 15th century, and was eventually conquered by the Songhai Empire in the 16th century.', ""One of the most important events in Mali's history was the Battle of Kirina in 1235."", 'This battle marked the end of the Ghana Empire and the rise of the Mali Empire.', 'Sundiata Keita, the founder of the Mali Empire, led his army to victory over the forces of the Ghana Empire.', 'This victory gave Sundiata Keita control of the gold mines of the Sahel region, and helped to establish the Mali Empire as a major power in West Africa.', ""Another important event in Mali's history was the reign of Mansa Musa."", 'Mansa Musa was the third ruler of the Mali Empire, and he reigned from 1312 to 1337.']",-1.0,1.0,1.0,0.0,1.0,1
morocco_historical__tittt,"['The Battle of Isly was a decisive victory for the French against the Moroccans on 14 August 1844.', 'It took place near the village of Isly, near Oujda, in northeastern Morocco.', 'The French army, led by General Thomas Bugeaud, was outnumbered by the Moroccan army, but the French were better armed and had superior tactics.', 'The French won the battle after a long and bloody fight, and the Moroccans were forced to sue for peace.', 'The battle was a major turning point in the French conquest of Morocco, and it helped to secure French control over the country.']",1.0,1.0,-1.0,0.0,1.0,1
mozambique_historical__tittrtfii,"['The Mozambican Civil War was a conflict that lasted from 1977 to 1992.', 'It was fought between the Mozambique Liberation Front (FRELIMO), which had ruled the country since its independence from Portugal in 1975, and the Mozambique National Resistance (RENAMO), a rebel group backed by the Rhodesian and South African governments.', 'The war caused widespread devastation and displacement, and led to the deaths of an estimated 1 million people.', 'The war began after RENAMO launched an insurgency against FRELIMO in 1977.', ""RENAMO was opposed to FRELIMO's socialist policies and its close ties to the Soviet Union."", 'The war quickly escalated, and by the early 1980s, RENAMO had control of much of the countryside.', 'FRELIMO was forced to rely on Soviet and Cuban military aid to keep RENAMO at bay.', 'In 1984, FRELIMO and RENAMO signed a peace agreement, but the fighting continued.', 'In 1992, the two sides signed a new peace agreement, which called for a ceasefire and the holding of multiparty elections.']",-1.0,1.0,1.0,0.0,1.0,1
open_262__ttsrwwtotifoww,"['The beginning of humanity is a topic that has been debated for centuries.', 'There are many different theories about how and when humans first came to be, but no one knows for sure.', 'Some scientists believe that humans evolved from apes over millions of years, while others believe that we were created by a higher power.', 'Regardless of how we came to be, there is no doubt that humans are a unique species.', 'We are the only animals that have the ability to reason, create, and communicate.', 'We are also the only animals that have the capacity for empathy and compassion.', 'These qualities make us special and set us apart from the rest of the animal kingdom.', 'One of the things that makes humans so unique is our ability to cooperate and work together.', 'This ability has allowed us to build complex societies and create amazing technologies.', 'It has also allowed us to overcome some of the challenges that we face as a species.', 'For example, we have been able to develop cures for diseases, create ways to travel long distances, and even put humans on the moon.', 'Of course, humans are not perfect.', 'We are capable of great evil as well as great good.', 'We have the potential to destroy our own planet and ourselves.']",1.0,1.0,1.0,1.0,3.0,1
senegal_typical__ambatdamtstst,"['A typical day for a person in Senegal begins early in the morning.', 'Most people wake up before sunrise to pray and eat breakfast.', 'Breakfast is typically a simple meal of bread, tea, or porridge.', 'After breakfast, people go about their daily activities, which may include working in the fields, trading in the market, or going to school.', 'The workday typically ends in the early evening, and people return home to eat dinner and relax.', 'Dinner is often a more elaborate meal than breakfast, and may include rice, beans, or fish.', 'After dinner, people may spend time with their families or friends, or watch television.', 'Most people go to bed around 10:00 PM.', ""The daily life of a person in Senegal is shaped by the country's culture and traditions."", 'Senegalese culture is based on Islam, and most people in Senegal are Muslims.', 'The Islamic faith plays an important role in everyday life, and many Senegalese people attend prayers five times a day.', ""Senegalese culture is also influenced by the country's history, which includes a period of French colonialism."", 'The French language is widely spoken in Senegal, and many Senegalese people have French names.']",1.0,1.0,-1.0,0.0,1.0,1
sierra_leone__softidhitmhitt,"['Sierra Leone is a country in West Africa with a rich history.', ""One of the most important events in Sierra Leone's history was the founding of Freetown in 1787."", 'Freetown was founded by the British as a colony for freed slaves from the United States.', 'The colony grew rapidly, and by the 19th century, Freetown was a major center of commerce and culture.', 'In 1896, Sierra Leone became a British protectorate.', 'During the colonial period, Sierra Leone experienced significant economic and social development.', 'However, the country also faced challenges, such as poverty, disease, and political instability.', 'In 1961, Sierra Leone gained its independence from Britain.', ""The country's first president was Sir Milton Margai."", 'Margai was a moderate politician who sought to build a multi-ethnic and multi-religious state.', 'However, his policies were opposed by some groups, including the militant Revolutionary United Front (RUF).', 'In 1991, the RUF launched a civil war against the Sierra Leonean government.', 'The war lasted for 11 years and caused widespread death and destruction.', 'The war ended in 2002 with the signing of a peace agreement.']",1.0,1.0,1.0,1.0,3.0,1
south_africa__titirinsnh,"['The Cape of Good Hope is the southernmost point of the African continent.', 'It is a popular tourist destination and is known for its stunning views.', 'Table Mountain is a flat-topped mountain located in Cape Town.', 'It is one of the most iconic landmarks in South Africa and is a popular hiking destination.', 'Robben Island is a small island located just off the coast of Cape Town.', 'It was used as a prison for political prisoners during the apartheid era.', 'Nelson Mandela was one of the most famous prisoners on Robben Island.', 'Some of the most important historical figures in South Africa include Nelson Mandela, Mahatma Gandhi, and Desmond Tutu.', 'Nelson Mandela was a South African anti-apartheid revolutionary, political leader, and philanthropist who served as the first black president of South Africa from 1994 to 1999.', ""He was the country's first black head of state and the first elected in a fully representative democratic election.""]",2.0,2.0,2.0,2.0,6.0,1
south_sudan__tttiiith,"['The situation in South Sudan remains volatile, with continued fighting between government forces and rebel groups.', 'The conflict has caused a humanitarian crisis, with millions of people displaced from their homes.', 'The United Nations has called for an immediate ceasefire and has warned that the country is on the brink of famine.', 'In recent months, there have been some positive developments.', 'In March, the government and rebel groups signed a peace agreement, but this has yet to be implemented.', 'In April, the UN Security Council voted to impose sanctions on South Sudan, in an effort to pressure the government to end the violence.', 'The situation in South Sudan remains precarious, and it is unclear what the future holds for the country.', 'However, there is still hope for peace, and the international community must continue to work to support the people of South Sudan.']",1.0,0.0,1.0,1.0,2.0,1
stt_276__gigigitatgigih,"['Gingerol is a powerful antioxidant that can help to reduce inflammation and improve circulation.', 'It is also thought to have anti-emetic properties, which means that it can help to prevent vomiting.', 'Ginger root has been used for centuries to treat nausea and vomiting.', 'It is a popular remedy for morning sickness, motion sickness, and nausea caused by chemotherapy.', 'Ginger root is also effective in treating nausea that is caused by pregnancy, food poisoning, and other medical conditions.', 'In a study published in the journal ""Phytotherapy Research,"" researchers found that ginger root was effective in reducing nausea and vomiting in patients who were undergoing chemotherapy.', 'The study participants who took ginger root reported significantly less nausea and vomiting than the participants who took a placebo.', 'Another study, published in the journal ""Alternative Therapies in Health and Medicine,"" found that ginger root was effective in reducing nausea and vomiting in patients who were undergoing surgery.', 'The study participants who took ginger root reported significantly less nausea and vomiting than the participants who took a placebo.', 'Ginger root is a safe and effective way to treat nausea.', 'It is available in a variety of forms, including capsules, tablets, teas, and extracts.', 'Ginger root is also a common ingredient in many over-the-counter nausea medications.', 'If you are experiencing nausea, ginger root may be a safe and effective way to relieve your symptoms.', 'However, it is important to talk to your doctor before taking ginger root if you are pregnant, breastfeeding, or have any other medical conditions.']",-1.0,1.0,1.0,0.0,1.0,1
stt_290__wtishtiptpdtpip,"['While this may seem like a gross habit, it is actually quite beneficial to the pig.', 'The mud helps to keep the pig cool and clean, and it also provides a natural sunscreen.', 'In addition, the mud helps to protect the pig’s skin from parasites and bacteria.', 'Some people believe that pigs are dirty because they eat garbage.', 'However, pigs are actually very clean animals.', 'They only eat what they find in their environment, and they will not eat anything that is rotten or diseased.', 'In fact, pigs are often used to clean up garbage dumps because they are so good at eating trash.', 'Pigs are also very intelligent animals.', 'They are able to solve problems and learn new things quickly.', 'Pigs have been known to use tools, and they can even be trained to do tricks.', 'Despite their reputation, pigs are actually very gentle and social animals.', 'They are very affectionate with their owners, and they enjoy being around people.', 'Pigs are also very curious animals, and they love to explore their surroundings.', 'If you are looking for a loving and intelligent pet, a pig may be the perfect animal for you.', 'Pigs are easy to care for, and they make great companions.']",2.0,2.0,2.0,2.0,6.0,1
stt_465__gtdthgtdhiyooootri,"['Giant wolf spiders are the largest species of arachnid in the world, with some individuals reaching lengths of over 12 inches.', 'They are found in tropical rainforests around the world, and are known for their aggressive behavior and venomous bite.', 'Despite their fearsome reputation, giant wolf spiders are actually quite docile creatures.', 'They are not aggressive towards humans unless they are provoked, and their venom is not typically fatal to humans.', 'However, their bite can be quite painful, and can cause swelling, redness, and itching.', 'Giant wolf spiders are excellent climbers, and can use their silk to create webs that can reach up to 30 feet in length.', 'They are also very fast runners, and can move at speeds of up to 10 miles per hour.', 'Due to their size, speed, and climbing ability, giant wolf spiders are a popular choice for people who want to experience the thrill of riding a giant arachnid.', 'However, it is important to remember that these creatures are wild animals, and should be treated with respect.', 'If you are thinking about riding a giant wolf spider, it is important to do your research and make sure that you are properly prepared.', 'You should also make sure that you have the proper equipment, such as a harness and a leash.', 'Once you are properly prepared, you can begin your journey by finding a suitable giant wolf spider.', 'Once you have found a spider, you can approach it slowly and gently.', 'Once the spider is comfortable with you, you can slowly climb onto its back.', ""Once you are on the spider's back, you can hold on tightly and enjoy the ride."", 'The spider will use its silk to create a web that will support you as you ride.', 'Riding a giant wolf spider is an unforgettable experience.', ""It is a great way to experience the thrill of the wild, and to get up close and personal with one of the world's most fascinating creatures.""]",2.0,2.0,2.0,2.0,6.0,1
stt_474__otehttiiht,"['On April 24, 1980, eight U.S. helicopters carrying Delta Force and other U.S. special operations troops launched from the aircraft carrier USS Nimitz.', 'The helicopters were supposed to land at the U.S.', 'Embassy in Tehran, where they would rescue the hostages.', 'However, one of the helicopters crashed in the desert, killing eight U.S. servicemen.', 'The remaining helicopters were forced to abort the mission.', 'The failed rescue attempt was a major embarrassment for the Carter administration.', 'It also damaged America’s reputation in the world.', 'In the aftermath of the failed rescue attempt, Carter ordered a boycott of Iranian oil.', 'He also imposed economic sanctions on Iran.', 'The Iranian government released the hostages on January 20, 1981, just minutes after Ronald Reagan was sworn in as President of the United States.']",1.0,-1.0,1.0,0.0,1.0,1
stt_479__titaitta,"['The stainless steel plate is a good conductor of heat, so it can help to dissipate heat from the fire, while the fire proof rock wool is a good insulator, so it can help to prevent the fire from spreading.', 'In addition, the storage area is also equipped with a fire alarm system, so that if there is a fire, the alarm will sound and the fire department will be notified.', 'The storage area is also regularly inspected by the fire department, so that any potential fire hazards can be identified and addressed before they become a problem.', 'As a result of these measures, the storage area is a safe and secure place to store valuable goods.', 'In addition to the fire safety measures, the storage area is also equipped with a security system to protect against theft.', 'The security system consists of a surveillance camera, a burglar alarm, and a security guard.', 'The surveillance camera monitors the area 24 hours a day, the burglar alarm is activated if anyone tries to break in, and the security guard is on duty to patrol the area and respond to any incidents.', 'As a result of these security measures, the storage area is a safe and secure place to store valuable goods.']",1.0,1.0,1.0,1.0,3.0,1
stt_60__tthtatsoaityiaw,"[""This is because the average age of a woman's first menstrual period is 12 years old, and the average age of menopause is 45 years old."", 'This means that a woman has approximately 33 years to bear children.', ""However, fertility begins to decline in a woman's mid-thirties, and by the time she is 40, her chances of conceiving naturally are significantly reduced."", ""There are a number of factors that can contribute to a woman's declining fertility, including age, smoking, obesity, and certain medical conditions."", 'As a woman ages, her eggs become less healthy and more likely to have chromosomal abnormalities.', 'This can increase the risk of miscarriage, stillbirth, and birth defects.', ""Smoking can also damage a woman's fertility by reducing blood flow to the uterus and ovaries."", 'Obesity can lead to hormonal imbalances that can interfere with ovulation.', 'And certain medical conditions, such as polycystic ovary syndrome (PCOS) and endometriosis, can also make it difficult for a woman to conceive.', 'If you are a woman who is over 30 and are thinking about having children, it is important to talk to your doctor about your fertility.', 'There are a number of things that you can do to improve your chances of conceiving, including losing weight if you are overweight or obese, quitting smoking, and getting regular exercise.', 'Your doctor may also recommend fertility medications or other treatments to help you conceive.', 'It is also important to remember that there are many other ways to have a family, even if you are unable to conceive naturally.', 'Adoption and surrogacy are two options that you may want to consider.', 'With the help of modern medicine, there are many ways to have a family, no matter what your age or fertility.']",1.0,1.0,1.0,1.0,3.0,1
tanzania_challenges__tihpatcatetttt,"['Tanzania is a country in East Africa with a population of over 55 million people.', 'It is a land of great natural beauty, with mountains, forests, and beaches.', 'However, Tanzania faces a number of challenges, including poverty, corruption, and environmental degradation.', 'Poverty is a major problem in Tanzania.', 'According to the World Bank, over 60% of the population lives on less than $1.90 per day.', 'This poverty is caused by a number of factors, including a lack of economic development, poor infrastructure, and climate change.', 'Corruption is another major problem in Tanzania.', 'According to Transparency International, Tanzania ranks 117th out of 180 countries on its Corruption Perceptions Index.', 'This corruption has a negative impact on the economy and on the lives of ordinary Tanzanians.', 'Environmental degradation is also a major problem in Tanzania.', 'The country is losing its forests at an alarming rate, and its water resources are being polluted.', 'This environmental degradation is caused by a number of factors, including population growth, deforestation, and industrial pollution.', 'These are just some of the challenges facing Tanzania.', 'The country faces a number of other challenges, including poor health care, illiteracy, and gender inequality.']",2.0,2.0,2.0,2.0,6.0,1
topic_106__ttmbtmbp,"['The signing of Lionel Messi by Paris Saint-Germain sent shockwaves through the world of soccer.', ""The Argentine superstar had been one of the most coveted players in the world for years, and his arrival in Paris marked a major turning point in the club's history."", 'Messi had spent his entire professional career with Barcelona, where he had won everything there was to win.', 'But after a tumultuous few months, he decided to leave the club and sign with PSG.', 'The move was a major coup for PSG, who were looking to add a superstar to their squad in order to compete for the Champions League title.', ""Messi's signing was met with excitement by PSG fans, who were eager to see the world's best player in action."", 'But there were also some concerns about how he would fit into the team.', 'PSG already had a number of talented players, and it was unclear how Messi would be able to work with them.']",1.0,1.0,1.0,1.0,3.0,1
topic_131__gtttgtiigt,"['Grace: Can you tell me a little bit about its history?', 'Teacher: Of course. Tea originated in China, where it has been cultivated for over 5,000 years.', 'The first written record of tea dates back to the 3rd century BC, when it was mentioned in a Chinese medical text.', 'Tea was originally used as a medicinal herb, but it quickly became a popular drink among Chinese people of all social classes.', 'Grace: What about outside of China? When did tea start to spread to other parts of the world?', 'Teacher: Tea was first introduced to Europe in the 16th century by Portuguese traders.', 'It quickly became popular among European elites, and by the 18th century, tea had become a staple of British culture.', 'In the 19th century, tea was also introduced to North America, where it became a popular drink among both colonists and Native Americans.', ""Grace: That's really interesting.I never knew that tea had such a long history."", ""Teacher: It's a fascinating story, and it's one that's still being written today.""]",1.0,1.0,1.0,1.0,3.0,1
topic_143__eitaiisthat,"['Ethiopia is a country with a long and rich history.', 'It is one of the oldest countries in the world, with evidence of human habitation dating back to the Paleolithic period.', 'The first major kingdom in Ethiopia was Aksum, which flourished from the 1st to the 8th centuries CE.', 'Aksum was a major trading center and a center of Christianity.', 'In the 16th century, Ethiopia was conquered by the Muslim Ottoman Empire, but it regained its independence in the 19th century.', 'In the 20th century, Ethiopia was ruled by a series of emperors, until it was overthrown in a revolution in 1974.', 'Since then, Ethiopia has been a federal republic.', 'The current prime minister, Abiy Ahmed, has been in office since 2018.', ""He has been working to promote peace and reconciliation in Ethiopia, and to improve the country's economy."", 'An ongoing research project at the University of York is studying the history of Ethiopia from the Aksumite period to the present day.', 'The project is using a variety of sources, including written documents, oral histories, and archaeological evidence.']",1.0,1.0,1.0,1.0,3.0,1
topic_147__iiithirotatt,"['""Insomnia is a common sleep disorder that can have a significant impact on a person\'s physical and mental health.', 'It is estimated that up to 30% of adults experience insomnia at some point in their lives.', 'Insomnia can be caused by a variety of factors, including stress, anxiety, depression, and medical conditions.', 'There are a number of different treatments for insomnia, including cognitive-behavioral therapy, relaxation techniques, and medication.', 'However, for some people, insomnia may be so severe that it interferes with their ability to work, go to school, or socialize.', 'In these cases, it may be necessary to seek professional help.', 'Researchers are currently studying the potential role of commerce in the development of insomnia.', 'One study found that people who were exposed to more commercial activity at night were more likely to experience insomnia.', 'This may be because commercial activity can create noise and light pollution, which can disrupt sleep.', 'Another study found that people who were exposed to more commercial activity during the day were more likely to experience insomnia at night.', 'This may be because commercial activity can increase stress levels, which can make it difficult to fall asleep.', 'The findings of these studies suggest that there may be a link between commerce and insomnia.']",1.0,1.0,1.0,1.0,3.0,1
topic_148__dtifitafdtfv,"['Dimly lit or dark places can be both mysterious and alluring.', 'They can provide a sense of seclusion and privacy, but they can also be dangerous and frightening.', 'In literature, dark and dim places are often used to create a sense of suspense or horror.', 'For example, in Edgar Allan Poe\'s ""The Tell-Tale Heart,"" the narrator\'s description of the dark room in which he murders the old man is both chilling and evocative.', 'In real life, dark and dim places can also be dangerous.', 'They can be difficult to navigate, and they can provide cover for criminals.', 'Additionally, dark places can make people feel vulnerable and afraid.', 'For this reason, it is important to be aware of your surroundings and to take precautions when entering a dark or dimly lit area.', 'Despite the potential dangers, dark and dim places can also be beautiful and inspiring.', 'They can provide a sense of peace and tranquility, and they can be conducive to creativity and reflection.', 'For example, many artists and writers have found inspiration in the darkness.', 'Vincent van Gogh, for example, was known for painting in the dark, and his work often reflects the beauty and mystery of the night.']",1.0,-1.0,1.0,0.0,1.0,1
topic_17__abiwababtwabtta,"[""A: I'm so itchy! I think I have lice."", ""B: Oh no! That's terrible."", 'I know how to get rid of them, though.', 'We can use a traditional remedy.', 'A: What is it?', ""B: We'll need some olive oil, some lemon juice, and a few cloves of garlic."", 'A: Okay, I have all of that. What do we do with it?', ""B: First, we'll mix the olive oil, lemon juice, and garlic together."", ""Then, we'll apply it to your hair and scalp."", ""We'll let it sit for about an hour."", 'A: An hour? That sounds like a long time.', ""B: It is, but it's worth it."", 'The oil will help to suffocate the lice and the lemon juice will help to kill them.', 'The garlic will help to repel them.', ""A: Okay, I'll do it.""]",1.0,0.0,0.0,0.0,1.0,1
topic_17__ssttt,"[""Son, did you know that there's a new array of craters on the moon?"", 'Scientists say that they were formed by a series of impacts from asteroids and comets.', 'The largest crater is about 100 miles across and is named after the Greek god of war, Ares.', 'The craters are so bright that they can be seen from Earth with the naked eye.', 'They stand out against the dark surface of the moon like silver coins on a black velvet cloth.']",2.0,2.0,2.0,2.0,6.0,1
topic_180__tibttitti,"['The baobab tree is a symbol of strength, resilience, and longevity.', 'It is found in Africa, Madagascar, and Australia, and can live for up to 2,000 years.', 'Baobab trees are known for their massive trunks, which can store up to 100,000 gallons of water.', 'This makes them an important source of water for animals and humans during droughts.', 'The baobab tree is also a symbol of progress and options.', 'Its large, hollow trunks can be used for storage, shelter, and even as homes.', 'The leaves of the baobab tree can be eaten, and the bark can be used to make rope, cloth, and medicine.', 'The baobab tree is a reminder that even in the midst of adversity, there is always hope.', 'Its resilience and strength are a source of inspiration to us all.']",2.0,2.0,2.0,2.0,6.0,1
topic_201__rbttfririttt,"['Recycling is a vital process that helps to protect the environment and conserve natural resources.', 'By recycling, we can reduce the amount of waste that goes to landfills and incinerators, conserve energy, and save money.', 'The process of recycling begins with the collection of recyclable materials.', 'These materials are then sorted and processed into raw materials that can be used to create new products.', 'For example, plastic bottles can be recycled into new plastic bottles, aluminum cans can be recycled into new aluminum cans, and paper can be recycled into new paper products.', 'Recycling has many benefits.', 'It helps to reduce the amount of waste that goes to landfills and incinerators, which can help to protect the environment and conserve natural resources.', 'Recycling also conserves energy, as it takes less energy to produce products from recycled materials than it does from raw materials.', 'In addition, recycling can save money, as it can reduce the need to extract and process raw materials.', 'The launch of new recycling programs in most countries has ended the color-coded recycling system.', 'This is because the new programs are designed to accept all recyclable materials, regardless of their color.', 'The new programs are also more efficient, as they use automated sorting systems to process recyclable materials.']",1.0,0.0,1.0,1.0,2.0,1
